Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Fernández-Oliveras, A., Costa, M.F.M., Yebra, A., Rubiño, M., Pérez, M.M.","Gloss measurements and rugometric inspection in dental biomaterials",2013,"Proceedings of SPIE - The International Society for Optical Engineering",8785,, 8785E0,,,,1,10.1117/12.2025423,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891312354&partnerID=40&md5=a6c740f0369c93ee5361271c3c15d5ee",Conference Paper,Scopus,2-s2.0-84891312354
"Ramirez, A.H., Ramirez, C.H., Costa, I.","Cold rolling effect on the microstructure and pitting resistance of the NBR ISO 5832-1 austenitic stainless steel",2013,"International Journal of Electrochemical Science",8,12,,12801,12815,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887590144&partnerID=40&md5=eee01c0948c12f45a1cd3607d581b59b",Article,Scopus,2-s2.0-84887590144
"Tagler, D., Makanji, Y., Anderson, N.R., Woodruff, T.K., Shea, L.D.","Supplemented αMEM/F12-based medium enables the survival and growth of primary ovarian follicles encapsulated in alginate hydrogels",2013,"Biotechnology and Bioengineering",110,12,,3258,3268,,9,10.1002/bit.24986,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886295815&partnerID=40&md5=6a1efa7107036fd01a5125b124a0bfb5",Article,Scopus,2-s2.0-84886295815
"Fernández-Oliveras, A., Costa, M.F.M., Pecho, O.E., Rubiño, M., Pérez, M.M.","Rugometric and microtopographic non-invasive inspection in dentalresin composites and zirconia ceramics",2013,"Proceedings of SPIE - The International Society for Optical Engineering",8785,, 8785EG,,,,,10.1117/12.2021645,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891286652&partnerID=40&md5=2a69f8de5f6ac0c1ab90f144fa695723",Conference Paper,Scopus,2-s2.0-84891286652
"Ganga, M.V.M., Fazan, V.P.S., Coutinho-Netto, J., Catalão, C.H.R., Bernardino, C.A., Junior, R.S.F., Da Silva Lopes, L.","Employment of a collagen conduit soaked in an angiogenic fraction derived from natural latex in the regeneration of sciatic nerve of rats",2013,"Procedia Engineering",59,,,206,210,,,10.1016/j.proeng.2013.05.112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891667917&partnerID=40&md5=524e07f4bd2e0f1a79ba861f792c6406",Conference Paper,Scopus,2-s2.0-84891667917
"Ebbesen, M.F., Schaffert, D.H., Crowley, M.L., Oupický, D., Howard, K.A.","Synthesis of click-reactive HPMA copolymers using RAFT polymerization for drug delivery applications",2013,"Journal of Polymer Science, Part A: Polymer Chemistry",51,23,,5091,5099,,6,10.1002/pola.26941,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886600901&partnerID=40&md5=7ca92f086d5eea0ce91d3c0dad61ae9f",Article,Scopus,2-s2.0-84886600901
"Hoban, D.B., Newland, B., Moloney, T.C., Howard, L., Pandit, A., Dowd, E.","The reduction in immunogenicity of neurotrophin overexpressing stem cells after intra-striatal transplantation by encapsulation inaninsitu gelling collagen hydrogel",2013,"Biomaterials",34,37,,9420,9429,,16,10.1016/j.biomaterials.2013.08.073,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884816187&partnerID=40&md5=cdea00c42f03df936fd33d3961df29f0",Article,Scopus,2-s2.0-84884816187
"Durante, S., Teti, G., Ruggeri, A., Salvatore, V., Focaroli, S., Mattioli-Belmonte, M., Gobbi, P., Falconi, M.","Matricellular protein expression as a new parameter to test in vitro cytotoxicity of a 3D biomimetic material",2013,"Italian Journal of Anatomy and Embryology",118,2 SUPPL, 80,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893122146&partnerID=40&md5=b9bca6bb17e941c3c5fe197c1259d924",Note,Scopus,2-s2.0-84893122146
"Kutty, R.V., Feng, S.-S.","Cetuximab conjugated vitamin E TPGS micelles for targeted delivery ofdocetaxel for treatment of triple negative breast cancers",2013,"Biomaterials",34,38,,10160,10171,,24,10.1016/j.biomaterials.2013.09.043,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885382152&partnerID=40&md5=43cf07fc8d48ca0baf4327737bae0ed9",Article,Scopus,2-s2.0-84885382152
"Nie, L., Zhan, Y., Liu, H., Tang, C.","In situ synthesized low modulus biomedical Zr-4Cu-xNb alloys",2013,"Materials Science and Engineering C",33,8,,5105,5108,,,10.1016/j.msec.2013.07.038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885181821&partnerID=40&md5=fa00774991199736a21d29ad92db727f",Article,Scopus,2-s2.0-84885181821
"Verma, P., Verma, V.","Concepts of Tissue Engineering",2013,"Animal Biotechnology: Models in Discovery and Translation",,,,233,245,,,10.1016/B978-0-12-416002-6.00013-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902064900&partnerID=40&md5=49a1160d1bb2a8e091ebb47333a2383f",Book Chapter,Scopus,2-s2.0-84902064900
"Kaczmarek, M.","Influence of selected methods and deposition parameters of carbon coatings on corrosion resistance of NiTi alloy | Wpływ wybranej metody oraz parametrów nanoszenia warstw we{ogonek}glowych na odporność korozyjna{ogonek} stopu NiTi",2013,"Przeglad Elektrotechniczny",89,12,,226,229,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892462643&partnerID=40&md5=715d785288638dba3e59e98975d6e8fb",Article,Scopus,2-s2.0-84892462643
"Jana Ţuculinǎ, M., Rǎescu, M., Teodora Dascǎlu, I., Popescu, M., Florina Andreescu, C., Dǎguci, C., Cumpǎtǎ, C.N., Roxana Nimigean, V., Monica Baniţǎ, I.","Indirect pulp capping in young patients: Immunohistological study of pulp-dentin complex",2013,"Romanian Journal of Morphology and Embryology",54,4,,1081,1086,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891604803&partnerID=40&md5=c104efb427f559aaf02fe69553fd813d",Article,Scopus,2-s2.0-84891604803
"Cantu, D.A., Kao, W.J.","Combinatorial Biomatrix/Cell-Based Therapies for Restoration of Host Tissue Architecture and Function",2013,"Advanced Healthcare Materials",2,12,,1544,1563,,6,10.1002/adhm.201300063,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889682137&partnerID=40&md5=092d590c5d8253d2fa0ade669e4e9ab7",Article,Scopus,2-s2.0-84889682137
"Xu, S., Li, H., Miao, Y., Liu, Y., Wang, E.","Implementation of half adder and half subtractor with a simple and universal DNA-based platform",2013,"NPG Asia Materials",5,12, e76,,,,11,10.1038/am.2013.66,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892158987&partnerID=40&md5=7b055fd3c7ba93f23cd21212d8a06498",Article,Scopus,2-s2.0-84892158987
"Loh, X.J., Ong, S.J., Tung, Y.T., Choo, H.T.","Co-delivery of drug and DNA from cationic dual-responsive micelles derived from poly(DMAEMA-co-PPGMA)",2013,"Materials Science and Engineering C",33,8,,4545,4550,,23,10.1016/j.msec.2013.07.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885185537&partnerID=40&md5=719e59f42040222aec02d873ba38fe09",Article,Scopus,2-s2.0-84885185537
"Fernández-Oliveras, A., Rubiño, M., Pérez, M.M.","Determination of optical properties in dental restorative biomaterials using the inverse-adding-doubling method",2013,"Proceedings of SPIE - The International Society for Optical Engineering",8785,, 8785EF,,,,,10.1117/12.2026975,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891315263&partnerID=40&md5=62f4b3d53d72428980f2feaaebb3e96c",Conference Paper,Scopus,2-s2.0-84891315263
"Barbaglio, A., Tricarico, S., Di Benedetto, C., Fassini, D., Lima, A.P., Ribeiro, A.R., Ribeiro, C.C., Sugni, M., Bonasoro, F., Wilkie, L., Barbosa, M., Candia Carnevali, M.D.","The smart connective tissue of echinoderms: A materializing promise for biotech applications",2013,"Cahiers de Biologie Marine",54,4,,713,720,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888251812&partnerID=40&md5=da72fa98c41a55cd98f71fdaec4b8424",Conference Paper,Scopus,2-s2.0-84888251812
"Jinga, S.I., Isopencu, G., Stoica-Guzun, A., Stroescu, M., Ferdes, M., Ohreac, B.","Silver green synthesis on bacterial cellulose membranes using tannic acid",2013,"Digest Journal of Nanomaterials and Biostructures",8,4,,1711,1717,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888142229&partnerID=40&md5=e80382ef22a417eccc1af26f414d81c6",Article,Scopus,2-s2.0-84888142229
"Longo, U.G., Rizzello, G., Berton, A., Fumo, C., Maltese, L., Khan, W.S., Denaro, V.","Synthetic grafts for anterior cruciate ligament reconstruction",2013,"Current Stem Cell Research and Therapy",8,6,,429,437,,4,10.2174/1574888X1130800060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888114737&partnerID=40&md5=e7f5213a6df63f429ad387594ebdc11c",Article,Scopus,2-s2.0-84888114737
"Longo, U.G., Rizzello, G., Berton, A., Fumo, C., Battaglia, G., Khan, W.S., Denaro, V.","A review of preclinical and clinical studies using synthetic materials for meniscus replacement",2013,"Current Stem Cell Research and Therapy",8,6,,438,443,,3,10.2174/1574888X1130800061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888110149&partnerID=40&md5=64344463cf532ee2b03e0888bd170bdf",Article,Scopus,2-s2.0-84888110149
"Stylianou, A., Yova, D., Alexandratou, E.","Nanotopography of collagen thin films in correlation with fibroblast response",2013,"Journal of Nanophotonics",7,1, 073590,,,,9,10.1117/1.JNP.7.073590,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888042567&partnerID=40&md5=717a2e569f595c6f627b8ce6307f624b",Article,Scopus,2-s2.0-84888042567
"Liu, Q., Meng, Q., Guo, S., Zhao, X.","α′ Type Ti-Nb-Zr alloys with ultra-low Young's modulus and high strength",2013,"Progress in Natural Science: Materials International",,,,,,,2,10.1016/j.pnsc.2013.11.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887915193&partnerID=40&md5=5bf48c558a770eccb6e4e64a451eb987",Article in Press,Scopus,2-s2.0-84887915193
"Jeon, O., Alt, D.S., Linderman, S.W., Alsberg, E.","Biochemical and physical signal gradients in hydrogels to control stem cell behavior",2013,"Advanced Materials",25,44,,6366,6372,,22,10.1002/adma.201302364,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888644748&partnerID=40&md5=75d74f4324eec5fc0531b5e2dd5889ac",Article,Scopus,2-s2.0-84888644748
"Roch, T., Kratz, K., Ma, N., Jung, F., Lendlein, A.","The influence of polystyrene and poly(ether imide) inserts with different roughness, on the activation of dendritic cells",2013,"Clinical Hemorheology and Microcirculation",55,1,,157,168,,3,10.3233/CH-131699,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887918364&partnerID=40&md5=f7d70dadb22841814f48cc428a40b390",Article,Scopus,2-s2.0-84887918364
"Saetea, P., Tippayawong, N.","Characterization of adsorbent from hydrothermally carbonized and steam activated sewage sludge",2013,"Lecture Notes in Engineering and Computer Science",3 LNECS,,,1909,1912,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887876891&partnerID=40&md5=41b7411e2611669f40358e01bbff6b23",Conference Paper,Scopus,2-s2.0-84887876891
"Öteyaka, M.Ö., Ünal, H.H., Bilici, N., Taşçi, E.","Characterization of powdered fish heads for bone graft biomaterial applications",2013,"Acta Orthopaedica et Traumatologica Turcica",47,5,,359,365,,,10.3944/AOTT.2013.2688,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887597507&partnerID=40&md5=dfdf3fcba9bd313ac4f31370797f6f3e",Article,Scopus,2-s2.0-84887597507
"Ma, H., Darmawan, E.T., Zhang, M., Zhang, L., Bryers, J.D.","Development of a poly (ether urethane) system for the controlled release of two novel anti-biofilm agents based on gallium or zinc and its efficacy to prevent bacterial biofilm formation",2013,"Journal of Controlled Release",172,3,,1035,1044,,15,10.1016/j.jconrel.2013.10.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887563400&partnerID=40&md5=9ba6e18d2227e7099a085e940a00357c",Article,Scopus,2-s2.0-84887563400
"Shin, H.G., Yoo, S.H., Park, S.W., Hong, D.P.","A study on the cutting characteristics and detection of the abnormal tool state in turning of Ti-6Al-4V ELI",2013,"Applied Mechanics and Materials",433-435,,,2025,2030,,,10.4028/www.scientific.net/AMM.433-435.2025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887467088&partnerID=40&md5=e3029f99a6acfe8d819a5da1a7bf8f17",Conference Paper,Scopus,2-s2.0-84887467088
"Zuo, H., Zhang, H., Zhang, X., Han, N.","Removal of formaldehyde from overactivated-carbon-fiber-loaded biological enzyme",2013,"Journal of Applied Polymer Science",130,4,,2619,2623,,1,10.1002/app.39337,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883049924&partnerID=40&md5=24064530d155d2a1be8e58d19f2eb2e0",Article,Scopus,2-s2.0-84883049924
"Wu, N., Wang, H.","Effect of zinc phenylphosphonate on the crystallization behavior of poly(l -lactide)",2013,"Journal of Applied Polymer Science",130,4,,2744,2752,,3,10.1002/app.39471,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883051263&partnerID=40&md5=9c5592e95e8f726b19da27500dd21d77",Article,Scopus,2-s2.0-84883051263
"Monier, M.","Immobilization of β-galactosidase from Escherichia coli onto modified natural silk fibers",2013,"Journal of Applied Polymer Science",130,4,,2923,2931,,3,10.1002/app.39475,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883049219&partnerID=40&md5=bd55fd4774066d181c4eff1da41dfa92",Article,Scopus,2-s2.0-84883049219
"Akkaya, B.","Porous and spherical hydroxyapatite microcomposites for immunoglobulin G adsorption",2013,"Journal of Applied Polymer Science",130,4,,2764,2771,,5,10.1002/app.39341,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883054934&partnerID=40&md5=6890b035e386853697fdc834f6c27a4c",Article,Scopus,2-s2.0-84883054934
"Bai, X., Wu, N., Liu, Y., Zhang, Y., Wang, Y.","Ethyl-4-(dimethylamino) benzoate initiation of the spontaneous polymerization of aqueous acidic adhesive formulations in the presence of a base",2013,"Journal of Applied Polymer Science",130,4,,2698,2706,,1,10.1002/app.39368,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883052866&partnerID=40&md5=245638f13615390f285f51b6609b8e76",Article,Scopus,2-s2.0-84883052866
"Łukaszczyk, J., Janicki, B., Kozuch, J., Wojdyła, H.","Synthesis and characterization of low viscosity dimethacrylic resin based on isosorbide",2013,"Journal of Applied Polymer Science",130,4,,2514,2522,,6,10.1002/app.39435,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883050866&partnerID=40&md5=dd00d6dac3a51115e4488b64d1e1f1a7",Article,Scopus,2-s2.0-84883050866
"Melaj, M.A., Daraio, M.E.","Preparation and characterization of potassium nitrate controlled-release fertilizers based on chitosan and xanthan layered tablets",2013,"Journal of Applied Polymer Science",130,4,,2422,2428,,6,10.1002/app.39452,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883054734&partnerID=40&md5=e03395cc6d8ba38e9a28bf79868d27d7",Article,Scopus,2-s2.0-84883054734
"Eraković, S., Janković, A., Matić, I.Z., Juranić, Z.D., Vukašinović-Sekulić, M., Stevanović, T., Miskovic-Stankovic, V.","Investigation of silver impact on hydroxyapatite/lignin coatings electrodeposited on titanium",2013,"Materials Chemistry and Physics",142,2-3,,521,530,,13,10.1016/j.matchemphys.2013.07.047,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884563431&partnerID=40&md5=93c21b8aacf38a049b7d9c75cd3b1044",Article,Scopus,2-s2.0-84884563431
"Wang, T., Zhao, H., Liu, Y., Hao, J.","Correlation of chemical composition and microstructure with properties of poly(ε-caprolactone-co-p-dioxanone) random copolymers",2013,"Journal of Applied Polymer Science",130,4,,2978,2986,,,10.1002/app.39486,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883054068&partnerID=40&md5=39e3736c4746d55040645e49e4f805ac",Article,Scopus,2-s2.0-84883054068
"Pant, H.R., Kim, H.J., Bhatt, L.R., Joshi, M.K., Kim, E.K., Kim, J.I., Abdal-Hay, A., Hui, K.S., Kim, C.S.","Chitin butyrate coated electrospun nylon-6 fibers for biomedical applications",2013,"Applied Surface Science",285,PARTB,,538,544,,17,10.1016/j.apsusc.2013.08.089,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887074913&partnerID=40&md5=a94a155655108590a0e459b042db851e",Article,Scopus,2-s2.0-84887074913
"Wang, B., Ma, C., Xiong, Z.-C., Xiong, C.-D., Zhou, H.-W., Zhou, Q.-H., Chen, D.-L.","Regulating the physical and biological performances of poly(p-dioxanone) by copolymerization with L-phenylalanine",2013,"Journal of Applied Polymer Science",130,4,,2311,2319,,3,10.1002/app.39455,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883051701&partnerID=40&md5=33de178982844122592a9ce60ed74546",Article,Scopus,2-s2.0-84883051701
"Wu, J.-H., Yen, M.-S., Kuo, M.C., Chen, B.-H.","Physical properties and crystallization behavior of silica particulates reinforced poly(lactic acid) composites",2013,"Materials Chemistry and Physics",142,2-3,,726,733,,12,10.1016/j.matchemphys.2013.08.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884595271&partnerID=40&md5=20f604d108c151a84946df096c3f03ea",Article,Scopus,2-s2.0-84884595271
"Kim, J.I., Park, Y.C., Ock, J.M.","Effect of annealing temperature on shape memory characteristics in Ti-20Nb-6Zr-0.5O(at%) biomedical alloy",2013,"Journal of Alloys and Compounds",577,SUPPL. 1,,,,S453-S458,4,10.1016/j.jallcom.2012.05.130,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891626776&partnerID=40&md5=56845b726fe54f5b1664fdf2c45760d4",Article,Scopus,2-s2.0-84891626776
"Tandon, N., Marolt, D., Cimetta, E., Vunjak-Novakovic, G.","Bioreactor engineering of stem cell environments",2013,"Biotechnology Advances",31,7,,1020,1031,,14,10.1016/j.biotechadv.2013.03.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886784880&partnerID=40&md5=29b4ea020885a6a05a5d619f9c493bd4",Review,Scopus,2-s2.0-84886784880
"Zhao, Y., Zhao, W., Yu, S., Guo, Y., Gu, X., Yang, Y.","Biocompatibility evaluation of electrospun silk fibroin nanofibrous mats with primarily cultured rat hippocampal neurons",2013,"Bio-Medical Materials and Engineering",23,6,,545,554,,8,10.3233/BME-130775,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887264545&partnerID=40&md5=ba66dda4697ccde59c19a5e5fd3762a0",Article,Scopus,2-s2.0-84887264545
"Tan, A., Farhatnia, Y., Goh, D., Natasha, G., de Mel, A., Lim, J., Teoh, S.-H., Malkovskiy, A.V., Chawla, R., Rajadas, J., Cousins, B.G., Hamblin, M.R., Alavijeh, M.S., Seifalian, A.M.","Surface modification of a polyhedral oligomeric silsesquioxane poly(carbonate-urea) urethane (POSS-PCU) nanocomposite polymer as a stent coating for enhanced capture of endothelial progenitor cells",2013,"Biointerphases",8,1,,1,18,,3,10.1186/1559-4106-8-23,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887294473&partnerID=40&md5=753b31b3ac43352dc68ae31802f7c176",Article,Scopus,2-s2.0-84887294473
"Weber, V., Tripisciano, C.","Application potential of cellulose-based adsorbents in extracorporeal blood purification",2013,"Trends in Carbohydrate Research",5,2,,1,6,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887178258&partnerID=40&md5=70b929cc902b864b08e89971041818cc",Article,Scopus,2-s2.0-84887178258
"Lee, J.Y., Jeong, E.-D., Ahn, C.W., Lee, J.-W.","Bioactive conducting scaffolds: Active ester-functionalized polyterthiophene",2013,"Synthetic Metals",185-186,,,66,70,,2,10.1016/j.synthmet.2013.09.044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887066275&partnerID=40&md5=4480ec48ce8d09e8cce4ab1ed0e2af61",Article,Scopus,2-s2.0-84887066275
"Ulsh, G., Le, D., Moy, J., McDermott, M., Collins, G.","ChitO2-Clot: A novel hemostatic and oxygen releasing biomaterial for traumatic injuries",2013,"Proceedings of the IEEE Annual Northeast Bioengineering Conference, NEBEC",,, 6574377,100,101,,,10.1109/NEBEC.2013.67,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886993425&partnerID=40&md5=8059191175160d473c6a1000efe02dd1",Conference Paper,Scopus,2-s2.0-84886993425
"Suo, Z.Y., Chen, J.J., Song, Y.L., Qiu, K.Q.","A new Ti-Zr-Cu-Si amorphous alloy with excellent biocompatibility",2013,"Advanced Materials Research",791,,,435,439,,,10.4028/www.scientific.net/AMR.791-793.435,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886813148&partnerID=40&md5=f651ed8b77118e1149ffe88b64b52b53",Conference Paper,Scopus,2-s2.0-84886813148
"Pang, X.Z., Hu, J., Zhan, Y.Z.","Microstructural characteristics of Ti-Co alloys for biomedical applications",2013,"Advanced Materials Research",791,,,469,473,,,10.4028/www.scientific.net/AMR.791-793.469,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886849659&partnerID=40&md5=9193e3449803cfcf35b338ed056abdc7",Conference Paper,Scopus,2-s2.0-84886849659
"Kajzer, A., Kajzer, W., Gzik-Zroska, B., WOlański, W., Janicka, I., Dzielicki, J.","Experimental biomechanical assessment of plate stabilizers for treatment of pectus excavatum",2013,"Acta of Bioengineering and Biomechanics",15,3,,113,121,,5,10.5277/abb130314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886809455&partnerID=40&md5=9662b757c3bcd04b05c29496901b0a72",Article,Scopus,2-s2.0-84886809455
"Aram, P., Kadirkamanathan, V., Wilkinson, J.M.","Use of kernel-based Bayesian models to predict late osteolysis after hip replacement",2013,"Journal of the Royal Society Interface",10,88,,,,,1,10.1098/rsif.2013.0678,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884892871&partnerID=40&md5=974847d841cc88504f904b593eab8672",Article,Scopus,2-s2.0-84884892871
"Akkaya, B.","Separation of lysozyme with magnetically stabilized spherical hydroxyapatite microcomposites in a continuous flow system",2013,"Journal of Applied Polymer Science",130,3,,1602,1610,,1,10.1002/app.39289,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881549650&partnerID=40&md5=3266353674a882980321867c6a3f1ca8",Article,Scopus,2-s2.0-84881549650
"Wang, Y., Guan, Y., Yang, Y., Yu, P., Huang, Y.","Enhancing the stability of immobilized catalase on activated carbon with gelatin encapsulation",2013,"Journal of Applied Polymer Science",130,3,,1498,1502,,1,10.1002/app.39226,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881559140&partnerID=40&md5=2ee656db60f297ac99fbf835956092fd",Article,Scopus,2-s2.0-84881559140
"Hassan, T.A., Rangari, V.K., Jeelani, S.","Mechanical and thermal properties of bio-based CaCO3/soybean- based hybrid unsaturated polyester nanocomposites",2013,"Journal of Applied Polymer Science",130,3,,1442,1452,,5,10.1002/app.39227,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881483398&partnerID=40&md5=a212f4bfb3dd5d22a7a7650b57abdd5d",Article,Scopus,2-s2.0-84881483398
"El-Sabbagh, A., Taha, I.","Characterization of the draping behavior of jute woven fabrics for applications of natural-fiber/epoxy composites",2013,"Journal of Applied Polymer Science",130,3,,1453,1465,,4,10.1002/app.39261,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881491908&partnerID=40&md5=3065aab1b1db49c4b46a71dbfda41bab",Article,Scopus,2-s2.0-84881491908
"Gil, R.R., Ruiz, B., Lozano, M.S., Fuente, E.","The role of crosslinking treatment on the pore structure and water transmission of biocollagenic materials",2013,"Journal of Applied Polymer Science",130,3,,1812,1822,,4,10.1002/app.39365,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881546702&partnerID=40&md5=a8f35d96c5089e5fe81b5b42de7def2b",Article,Scopus,2-s2.0-84881546702
"Wang, F.P., Mu, H.P., Zhang, J.Y., Li, W.X., Wang, Q.Z., Du, X.Z.","Study on preparation and swelling kinetics of P(AA-co-C 8PhEO10Mac) pH-sensitive hydrogel in vitro drug release study",2013,"Journal of Applied Polymer Science",130,3,,1981,1989,,6,10.1002/app.39388,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881558931&partnerID=40&md5=86558e0c95c060855ed0a4afc5fe109e",Article,Scopus,2-s2.0-84881558931
"Quan, J., Wu, C., Williams, G.R., Branford-White, C.J., Nie, H., Zhu, L.","Novel electrospun nanofibers incorporating polymeric prodrugs of ketoprofen: Preparation, characterization, and in vitro sustained release",2013,"Journal of Applied Polymer Science",130,3,,1570,1577,,1,10.1002/app.39309,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881558585&partnerID=40&md5=632cb3501904415918bf1087d480c62c",Article,Scopus,2-s2.0-84881558585
"Li, Y., Liu, T., Zheng, J., Xu, X.","Glutaraldehyde-crosslinked chitosan/hydroxyapatite bone repair scaffold and its application as drug carrier for icariin",2013,"Journal of Applied Polymer Science",130,3,,1539,1547,,7,10.1002/app.39339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881549333&partnerID=40&md5=2cbc15d34284f59cce9fc9d4ea5b2687",Article,Scopus,2-s2.0-84881549333
"Liu, B., Wang, H., Fan, L., Qiu, X., Luo, Y., Zhou, S., Yang, G.","Chitosan-modified d-α-tocopheryl poly(ethylene glycol) 1000 succinate-b-poly(ε-caprolactone-ran-glycolide) nanoparticles for the oral chemotherapy of bladder cancer",2013,"Journal of Applied Polymer Science",130,3,,2118,2126,,,10.1002/app.39330,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881553866&partnerID=40&md5=1f5493462f64dbb5db64d353b111108f",Article,Scopus,2-s2.0-84881553866
"Tanaka, S., Honzawa, H., Iji, M.","Development of cardanol-bonded cellulose thermoplastics: High productivity achieved by using isocyanate-modified cardanol",2013,"Journal of Applied Polymer Science",130,3,,1578,1587,,7,10.1002/app.39313,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881558703&partnerID=40&md5=8d531e89b529376f70776b86a4a64fe3",Article,Scopus,2-s2.0-84881558703
"Dias, A.M.A., Cortez, A.R., Barsan, M.M., Santos, J.B., Brett, C.M.A., De Sousa, H.C.","Development of greener multi-responsive chitosan biomaterials doped with biocompatible ammonium ionic liquids",2013,"ACS Sustainable Chemistry and Engineering",1,11,,1480,1492,,17,10.1021/sc4002577,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887270437&partnerID=40&md5=923ebee1d38d1f8964209e6278935ddb",Article,Scopus,2-s2.0-84887270437
"Levenberg, S., Khademhosseini, A., Langer, R.","Embryonic Stem Cells in Tissue Engineering",2013,"Essentials of Stem Cell Biology: Third Edition",,,,581,592,,,10.1016/B978-0-12-409503-8.00039-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84942797553&partnerID=40&md5=61a6f66bf937269cb42f2457dd08a7fa",Book Chapter,Scopus,2-s2.0-84942797553
"Skinner, H.C.W., Ehrlich, H.","Biomineralization",2013,"Treatise on Geochemistry: Second Edition",10,,,105,162,,2,10.1016/B978-0-08-095975-7.00804-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903806574&partnerID=40&md5=e6d6d09bce2902a4cb906c0d0c9663af",Book Chapter,Scopus,2-s2.0-84903806574
"Veiga, A.S., Schneider, J.P.","Antimicrobial hydrogels for the treatment of infection",2013,"Biopolymers",100,6,,637,644,,9,10.1002/bip.22412,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891697603&partnerID=40&md5=393dde4bd8f0ccb216d88d21ad3e028a",Review,Scopus,2-s2.0-84891697603
"Fukushima, K., Rasyida, A., Yang, M.-C.","Biocompatibility of organically modified nanocomposites based on PBAT",2013,"Journal of Polymer Research",20,11,,,,,2,10.1007/s10965-013-0302-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885718935&partnerID=40&md5=3aa31f25a630a092cc3a076a6a935b6c",Article,Scopus,2-s2.0-84885718935
