Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"McHenry, M.P.","A rural bioeconomic strategy to redefine primary production systems within the Australian innovation system: Productivity, management, and impact of climate change",2015,"Agriculture Management for Climate Change",,,,"55","70",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958917010&partnerID=40&md5=61e0f506daf8950b1d0df28a808dc6ae",Book Chapter,Scopus,2-s2.0-84958917010
"Overmann, J.","Significance and future role of microbial resource centers",2015,"Systematic and Applied Microbiology","38","4",,"258","265",,1,10.1016/j.syapm.2015.02.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929510479&partnerID=40&md5=085870c17ede88ac619b23c24e88afae",Review,Scopus,2-s2.0-84929510479
"Lopes, M.S.G.","Engineering biological systems toward a sustainable bioeconomy",2015,"Journal of Industrial Microbiology and Biotechnology","42","6",,"813","838",,1,10.1007/s10295-015-1606-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937762197&partnerID=40&md5=d397db20f5d275281f29ca117c4115bb",Review,Scopus,2-s2.0-84937762197
"Goven, J., Pavone, V.","The Bioeconomy as Political Project: A Polanyian Analysis",2015,"Science Technology and Human Values","40","3",,"302","337",,2,10.1177/0162243914552133,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928574303&partnerID=40&md5=6bacf736f7713c0e72358bdc895ecedf",Article,Scopus,2-s2.0-84928574303
"Jaffé, K.","Visualizing the Invisible Hand of Markets: Simulating Complex Dynamic Economic Interactions",2015,"Intelligent Systems in Accounting, Finance and Management","22","2",,"115","132",,,10.1002/isaf.1368,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942315011&partnerID=40&md5=e0d0e9e6810bc66ae099a1d4b30a90f6",Article,Scopus,2-s2.0-84942315011
"Atlason, R.S., Lehtinen, T., Davídsdóttir, B., Gísladóttir, G., Brocza, F., Unnthorsson, R., Ragnarsdóttir, K.V.","Energy return on investment of Austrian sugar beet: A small-scale comparison between organic and conventional production",2015,"Biomass and Bioenergy","75",,,"267","271",,1,10.1016/j.biombioe.2015.02.032,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925003355&partnerID=40&md5=35e19cd1fe042987f91dc2a6e5062fc7",Article,Scopus,2-s2.0-84925003355
"Turley, D.","Policies and Strategies for Delivering a Sustainable Bioeconomy: A European Perspective",2015,"Introduction to Chemicals from Biomass: Second Edition",,,,"285","309",,,10.1002/9781118714478.ch8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927678359&partnerID=40&md5=9f47f305a599f8cf2c914be11bd830c1",Book Chapter,Scopus,2-s2.0-84927678359
"Festel, G., Rammer, C.","Importance of venture capital investors for the industrial biotechnology industry",2015,"Journal of Commercial Biotechnology","21","2",,"31","42",,,10.5912/jcb685,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928106206&partnerID=40&md5=2bebde0817e08bf2037d3ef62da75202",Article,Scopus,2-s2.0-84928106206
"Ciriminna, R., Chavarría-Hernández, N., Inés Rodríguez Hernández, A., Pagliaro, M.","Pectin: A new perspective from the biorefinery standpoint",2015,"Biofuels, Bioproducts and Biorefining","9","4",,"368","377",,2,10.1002/bbb.1551,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936985138&partnerID=40&md5=40ab95d0602cc654e37036a9ff1c5656",Article,Scopus,2-s2.0-84936985138
"Parisi, C., Vigani, M., Rodríguez-Cerezo, E.","Agricultural nanotechnologies: What are the current possibilities?",2015,"Nano Today","10","2",,"124","127",,6,10.1016/j.nantod.2014.09.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934958075&partnerID=40&md5=05628114b8bee733a4aceb18e2cdc4ef",Review,Scopus,2-s2.0-84934958075
"De Besi, M., McCormick, K.","Towards a bioeconomy in Europe: National, regional and industrial strategies",2015,"Sustainability (Switzerland)","7","8",,"10461","10478",,3,10.3390/su70810461,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940536498&partnerID=40&md5=d42d9681bac3766ec3a8461eea21e1e8",Article,Scopus,2-s2.0-84940536498
"Golembiewski, B., Sick, N., Bröring, S.","Patterns of convergence within the emerging bioeconomy - The case of the agricultural and energy sector",2015,"International Journal of Innovation and Technology Management","12","3", 1550012,"","",,,10.1142/S0219877015500121,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930593064&partnerID=40&md5=2ad57f2747edc36d38c71851487e5321",Article,Scopus,2-s2.0-84930593064
"Golembiewski, B., Sick, N., Bröring, S.","The emerging research landscape on bioeconomy: What has been done so far and what is essential from a technology and innovation management perspective?",2015,"Innovative Food Science and Emerging Technologies","29",,,"308","317",,2,10.1016/j.ifset.2015.03.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929513024&partnerID=40&md5=a2eb5838cd0e54972c7f40aca2d6819f",Review,Scopus,2-s2.0-84929513024
"McDonagh, J.","Rural geography III: Do we really have a choice? The bioeconomy and future rural pathways",2015,"Progress in Human Geography","39","5",,"658","665",,1,10.1177/0309132514563449,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942808832&partnerID=40&md5=014def7ff5fe1bb9407f9bff854b7317",Article,Scopus,2-s2.0-84942808832
"Martin, P.","Commercialising neurofutures: Promissory economies, value creation and the making of a new industry",2015,"BioSocieties","10","4",,"422","443",,1,10.1057/biosoc.2014.40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947424427&partnerID=40&md5=2b0ddecfb91a04f7d481709a6b97584e",Article,Scopus,2-s2.0-84947424427
"Kamal, N., Dir, Z.C.","Accelerating the growth of the bioeconomy in Malaysia",2015,"Journal of Commercial Biotechnology","21","2",,"43","56",,,10.5912/jcb686,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928158420&partnerID=40&md5=00940226a2aaa8f4301e7501e6f5da41",Article,Scopus,2-s2.0-84928158420
"Thrän, D.","Conclusion and outlook",2015,"Smart Bioenergy: Technologies and Concepts for a More Flexible Bioenergy Provision in Future Energy Systems",,,,"161","177",,,10.1007/978-3-319-16193-8_10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944088821&partnerID=40&md5=ada67333d3628b06beb482d0d84b106f",Book Chapter,Scopus,2-s2.0-84944088821
"Scarlat, N., Dallemand, J.-F., Monforti-Ferrario, F., Nita, V.","The role of biomass and bioenergy in a future bioeconomy: Policies and facts",2015,"Environmental Development","15",,,"3","34",,8,10.1016/j.envdev.2015.03.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937634513&partnerID=40&md5=90a52fb9e745595f223976325fa262a8",Article,Scopus,2-s2.0-84937634513
"Rosmiati, M., Putra, R.E., Ruswandi, A.","Insects pollination of zucchini farming in Indonesia and their economic importance",2015,"Asian Journal of Plant Sciences","14","2",,"84","88",,,10.3923/ajps.2015.84.88,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945899045&partnerID=40&md5=af79ad3b6d1d7172b841d0d6207ed218",Article,Scopus,2-s2.0-84945899045
"Krombholz, A., Werner, P., Weber, A.","Sandwich elements from renewable resources as a structural component in the architecture",2015,"Materials Science Forum","825-826",,,"1071","1079",,,10.4028/www.scientific.net/MSF.825-826.1071,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945206277&partnerID=40&md5=00f34a74cc28eda544ede89d18ac17dd",Conference Paper,Scopus,2-s2.0-84945206277
"Chen, T.-W.","Global technology and local society: Developing a Taiwanese and Korean bioeconomy through the vaccine industry",2015,"East Asian Science, Technology and Society","9","2",,"167","186",,,10.1215/18752160-2876770,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930394185&partnerID=40&md5=54de1a4173280a6eb62e994e900b8313",Article,Scopus,2-s2.0-84930394185
"Shortall, O.K., Raman, S., Millar, K.","Are plants the new oil? Responsible innovation, biorefining and multipurpose agriculture",2015,"Energy Policy","86",,,"360","368",,1,10.1016/j.enpol.2015.07.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943609722&partnerID=40&md5=24d1143c50980c48822b81e0e2f7f2ef",Article,Scopus,2-s2.0-84943609722
"Hogarth, S.","Neoliberal technocracy: Explaining how and why the US Food and Drug Administration has championed pharmacogenomics",2015,"Social Science and Medicine","131",,,"255","262",,3,10.1016/j.socscimed.2015.01.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925456260&partnerID=40&md5=376b0d1604c06f9e7706668f4b4673e0",Article,Scopus,2-s2.0-84925456260
"Johnson, E.R., Goldstein, J.","Biomimetic Futures: Life, Death, and the Enclosure of a More-Than-Human Intellect",2015,"Annals of the Association of American Geographers","105","2",,"387","396",,1,10.1080/00045608.2014.985625,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924242565&partnerID=40&md5=71434abfdc902acbad0aac91d4ecc19b",Article,Scopus,2-s2.0-84924242565
"Han, S.-G.","Technology innovation policy for the bioeconomy",2015,"IAMOT 2015 - 24th International Association for Management of Technology Conference: Technology, Innovation and Management for Sustainable Growth, Proceedings",,,,"2761","2769",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959297988&partnerID=40&md5=c759b5da698adeaa3f37d97155ff7c06",Conference Paper,Scopus,2-s2.0-84959297988
"Vac, S.-C., Popita, G.-E.","Biomass: Economical, social and environmental aspects in biogas plants implementation",2015,"Journal of Environmental Protection and Ecology","16","3",,"1212","1220",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946715403&partnerID=40&md5=3e9dfddef5e1f6acc2f966bae8bd0b30",Article,Scopus,2-s2.0-84946715403
"Koukios, E.G.","Knowledge-based greening as a new bioeconomy strategy for development: Agroecological Utopia or revolution?",2015,"Law and Agroecology: A Transdisciplinary Dialogue",,,,"439","450",,,10.1007/978-3-662-46617-9_23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943408823&partnerID=40&md5=d9c4f284662f2c42631922c58bd6f02f",Book Chapter,Scopus,2-s2.0-84943408823
"Zilberman, D., Graff, G., Hochman, G., Kaplan, S.","The political economy of biotechnology",2015,"German Journal of Agricultural Economics","64","4",,"212","223",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949566642&partnerID=40&md5=61977bb386ad66bf195a881d34d9fe0a",Article,Scopus,2-s2.0-84949566642
"Puttkammer, J., Grethe, H.","The public debate on biofuels in Germany: Who drives the discourse?",2015,"German Journal of Agricultural Economics","64","4",,"263","273",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949559972&partnerID=40&md5=e22fe3675e284ff59952cdc587437da4",Article,Scopus,2-s2.0-84949559972
"Festel, G.","TECHNOLOGY TRANSFER MODELS BASED on ACADEMIC SPIN-OFFS WITHIN the INDUSTRIAL BIOTECHNOLOGY SECTOR",2015,"International Journal of Innovation Management","19","4", 1550031,"","",,,10.1142/S1363919615500310,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940447505&partnerID=40&md5=12ab003c3a0276217a85f54a89760dbe",Article,Scopus,2-s2.0-84940447505
"Monteleone, M.","Reshaping agriculture toward a transition to a post-fossil bioeconomy",2015,"Law and Agroecology: A Transdisciplinary Dialogue",,,,"359","376",,,10.1007/978-3-662-46617-9_18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943370653&partnerID=40&md5=6d0a57e48583bc49a54c1ea6be283607",Book Chapter,Scopus,2-s2.0-84943370653
"Petersen, A., Krisjansen, I.","Assembling ‘the bioeconomy’: Exploiting the power of the promissory life sciences",2015,"Journal of Sociology","51","1",,"28","46",,4,10.1177/1440783314562314,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924858072&partnerID=40&md5=0a8ee604eca2d0d5080e12218259b245",Article,Scopus,2-s2.0-84924858072
"Lewandowski, I.","Securing a sustainable biomass supply in a growing bioeconomy",2015,"Global Food Security","6",,,"34","42",,,10.1016/j.gfs.2015.10.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946716328&partnerID=40&md5=7782f901d269851dee10a8999dfb028f",Review,Scopus,2-s2.0-84946716328
"Pannicke, N., Gawel, E., Hagemann, N., Purkus, A., Strunz, S.","The political economy of fostering a wood-based bioeconomy in Germany",2015,"German Journal of Agricultural Economics","64","4",,"224","243",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949558875&partnerID=40&md5=73bb04e01756516fc358a4757c3febfe",Article,Scopus,2-s2.0-84949558875
"Fritsche, U.R., Iriarte, L.","Sustainability criteria and indicators for the bio-based economy in Europe: State of discussion and way forward",2014,"Energies","7","11",,"6825","6836",,3,10.3390/en7116825,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949117616&partnerID=40&md5=add95be9ec5a052dfa6a1d863c62aedf",Article,Scopus,2-s2.0-84949117616
"Parisi, C., Vigani, M., Rodríguez-Cerezo, E.","Agricultural Nanotechnologies: What are the current possibilities?",2014,"Nano Today",,,,"","",,,10.1016/j.nantod.2014.09.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924069231&partnerID=40&md5=b98a42adafd51eacf466ec0e0cac27c6",Article in Press,Scopus,2-s2.0-84924069231
"Pfau, S.F., Hagens, J.E., Dankbaar, B., Smits, A.J.M.","Visions of sustainability in bioeconomy research",2014,"Sustainability (Switzerland)","6","3",,"1222","1249",,13,10.3390/su6031222,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897088043&partnerID=40&md5=a7f598ca7cfe1918584346ed717037eb",Review,Scopus,2-s2.0-84897088043
"Abecassis, J., de Vries, H., Rouau, X.","New perspective for biorefining cereals",2014,"Biofuels, Bioproducts and Biorefining","8","4",,"462","474",,2,10.1002/bbb.1455,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903708284&partnerID=40&md5=2406ae863c86d6766cee838612bdef86",Article,Scopus,2-s2.0-84903708284
"Kotsakis, A.","Change and subjectivity in international environmental law: The micro-politics of the transformation of biodiversity into genetic gold",2014,"Transnational Environmental Law","3","1",,"127","147",,2,10.1017/S204710251300054X,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899005831&partnerID=40&md5=a312442745677cebe53c9daf7f13b9c1",Article,Scopus,2-s2.0-84899005831
"Murphy, M., Ballam, R., Coe, S.","Supporting the communication of EC-funded food, agriculture and biotechnology research through a European educational toolkit for schools: The development and design process",2014,"Nutrition Bulletin","39","3",,"276","283",,1,10.1111/nbu.12103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906047345&partnerID=40&md5=8b7c0281ef3ca6b44807ca67dc4cd2db",Article,Scopus,2-s2.0-84906047345
"Surdu, I., Tobă, G.F.","Scientific research based on innovative bioeconomy for the computer optimization of fodder rations in zootechnic",2014,"Romanian Biotechnological Letters","19","6",,"9909","9917",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920395166&partnerID=40&md5=e767d95fad38c8bd35b20471f996eb62",Article,Scopus,2-s2.0-84920395166
"Twardowski, T.","Introduction to the EASAC report ""Planting the future""",2014,"Biotechnologia","94","4",,"457","458",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899897685&partnerID=40&md5=5b06232f4110ec7655dab381aee0fa60",Note,Scopus,2-s2.0-84899897685
"Vaz Jr., S.","Perspectives for the Brazilian residual biomass in renewable chemistry",2014,"Pure and Applied Chemistry","86","5",,"833","842",,,10.1515/pac-2013-0917,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900874656&partnerID=40&md5=17d01f7c0598265753a3f6411b1a4d5b",Conference Paper,Scopus,2-s2.0-84900874656
"Johnson, T.G., Altman, I.","Rural development opportunities in the bioeconomy",2014,"Biomass and Bioenergy","63",,,"341","344",,3,10.1016/j.biombioe.2014.01.028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897404320&partnerID=40&md5=4b3f870c41df61c7ce9da5aac99e64e8",Article,Scopus,2-s2.0-84897404320
"Pülzl, H., Kleinschmit, D., Arts, B.","Bioeconomy - an emerging meta-discourse affecting forest discourses?",2014,"Scandinavian Journal of Forest Research","29","4",,"386","393",,6,10.1080/02827581.2014.920044,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904814668&partnerID=40&md5=d7322cf0072ff0eac32fa574c7b7cc0a",Article,Scopus,2-s2.0-84904814668
"Poranen, J., Salmela, J., Kiiskinen, H., Tammelin, T., Suurnäkki, A., Harlin, A., Buchert, J.","Technology road map 2050",2014,"Biofuture for Mankind Conference",,,,"41","46",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916925106&partnerID=40&md5=7d8456a390139268e3984eda4036f7e0",Conference Paper,Scopus,2-s2.0-84916925106
"Riala, M., Ilola, L.","Multi-storey timber construction and bioeconomy - barriers and opportunities",2014,"Scandinavian Journal of Forest Research","29","4",,"367","377",,2,10.1080/02827581.2014.926980,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904788521&partnerID=40&md5=5267d2b0ee175f424f0aeac173880ba1",Article,Scopus,2-s2.0-84904788521
"Ruotsalainen, S.","Increased forest production through forest tree breeding",2014,"Scandinavian Journal of Forest Research","29","4",,"333","344",,5,10.1080/02827581.2014.926100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904807558&partnerID=40&md5=75cacab9b24f4fba9b002ac96ffae2a5",Review,Scopus,2-s2.0-84904807558
"Festel, G., Rittershaus, P.","Fostering technology transfer in industrial biotechnology by academic spin-offs in Europe",2014,"Journal of Commercial Biotechnology","20","2",,"5","10",,,10.5912/jcb631,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898456803&partnerID=40&md5=00eb52686275fa181f919b4fcc970229",Article,Scopus,2-s2.0-84898456803
"Kamm, B.","Biorefineries-their scenarios and challenges",2014,"Pure and Applied Chemistry","86","5",,"821","831",,3,10.1515/pac-2013-1035,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900853979&partnerID=40&md5=d19297d428df0070e1cb5c978f94a7c4",Conference Paper,Scopus,2-s2.0-84900853979
"Thompson, C.","Three times a woman: Voting, egg donation, cosmetics, and the punctuated gendering of stem cell innovation in California [Vote, ovocytes et cosmétiques. Les trois jalons identitaires du recours au genre dans la recherche sur les cellules souches en Californie]",2014,"Cahiers du Genre","56","1",,"105","138",,,10.3917/cdge.056.0105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927947078&partnerID=40&md5=19cfa03462d698a944b1df8dd7821ec5",Article,Scopus,2-s2.0-84927947078
"McCormick, K.","The bioeconomy and beyond: Visions and strategies",2014,"Biofuels","5","3",,"191","193",,2,10.1080/17597269.2014.913882,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938857738&partnerID=40&md5=35dba404a8d0cbd6c696664d498c47b7",Review,Scopus,2-s2.0-84938857738
"Hansen, J.","The Danish Biofuel Debate: Coupling Scientific and Politico-Economic Claims",2014,"Science as Culture","23","1",,"73","97",,4,10.1080/09505431.2013.808619,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892670458&partnerID=40&md5=dec44cadada9e6b4abc11a385b6cbda4",Article,Scopus,2-s2.0-84892670458
"Celikkanat Ozan, D., Baran, Y.","Comparative development of knowledge-based bioeconomy in the European Union and Turkey",2014,"Critical Reviews in Biotechnology","34","3",,"269","280",,1,10.3109/07388551.2013.792771,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906262223&partnerID=40&md5=983a45d11541885171880902f1347d03",Review,Scopus,2-s2.0-84906262223
"Höltinger, S., Schmidt, J., Schönhart, M., Schmid, E.","A spatially explicit techno-economic assessment of green biorefinery concepts",2014,"Biofuels, Bioproducts and Biorefining","8","3",,"325","341",,4,10.1002/bbb.1461,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899923488&partnerID=40&md5=0567a55e658812c7a1f6a07b8df7cd35",Article,Scopus,2-s2.0-84899923488
"Smith, D., McCluskey, K., Stackebrandt, E.","Investment into the future of microbial resources: Culture collection funding models and BRC business plans for Biological Resource Centres",2014,"SpringerPlus","3","1",,"1","12",,8,10.1186/2193-1801-3-81,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897802486&partnerID=40&md5=96e86a3ae69ec467c1ddb7a1b317f32e",Article,Scopus,2-s2.0-84897802486
"Lange, L.","The importance of fungi and mycology for addressing major global challenges",2014,"IMA Fungus","5","2",,"463","471",,2,10.5598/imafungus.2014.05.02.10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948397068&partnerID=40&md5=0822e58806995d451d570f4f875978cd",Article,Scopus,2-s2.0-84948397068
"Muñoz, E.","Biotechnology, Society and economy: A personal viewpoint [Biotecnología, Sociedad y economía: Una visión personal]",2014,"Arbor","190","768",,"","",11,,10.3989/arbor.2014.768n4001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907652068&partnerID=40&md5=ba7a858d9184a8d5c9059b9218f1758c",Article,Scopus,2-s2.0-84907652068
"Hildebrandt, J., Bezama, A., Thran, D.","Establishing a robust sustainability index for the assessment of bioeconomy regions",2014,"Proceedings of the 2014 International Conference and Utility Exhibition on Green Energy for Sustainable Development, ICUE 2014",,, 6828946,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903695266&partnerID=40&md5=c91bf7972928c4bd042d766c6f012e47",Conference Paper,Scopus,2-s2.0-84903695266
"Zilberman, D., Kim, E., Kirschner, S., Kaplan, S., Reeves, J.","Technology and the future bioeconomy",2013,"Agricultural Economics (United Kingdom)","44","SUPPL1",,"95","102",,4,10.1111/agec.12054,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888200384&partnerID=40&md5=e510a26255709cbbb9ded70985df47c8",Article,Scopus,2-s2.0-84888200384
"Wield, D.","Bioeconomy and the global economy: Industrial policies and bio-innovation",2013,"Technology Analysis and Strategic Management","25","10",,"1209","1221",,3,10.1080/09537325.2013.843664,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890426237&partnerID=40&md5=653298c383d9a4cc26c02efd4ca0b51f",Article,Scopus,2-s2.0-84890426237
"Clarke, J.L., Zhang, P.","Plant biotechnology for food security and bioeconomy",2013,"Plant Molecular Biology","83","1-2",,"1","3",,2,10.1007/s11103-013-0097-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879996412&partnerID=40&md5=c085e6990f1a759a8a80ce1082103c23",Editorial,Scopus,2-s2.0-84879996412
"You, C., Percival Zhang, Y.-H.","Cell-free biosystems for biomanufacturing",2013,"Advances in Biochemical Engineering/Biotechnology","131",,,"89","119",,16,10.1007/10_2012_159,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876904385&partnerID=40&md5=7700736236ea7afa5c4d105e2ad5ce68",Review,Scopus,2-s2.0-84876904385
"Kearnes, M.","Performing synthetic worlds: Situating the bioeconomy",2013,"Science and Public Policy","40","4", sct052,"453","465",,2,10.1093/scipol/sct052,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884915760&partnerID=40&md5=77ab92c99b17ee4c812487f28add2adb",Article,Scopus,2-s2.0-84884915760
"Yamazaki, G.","From cure to governance: The biopolitical scene after the brain death controversy in Japan",2013,"East Asian Science, Technology and Society","7","2",,"243","259",,,10.1215/18752160-2145546,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879918198&partnerID=40&md5=3f35f83d478bacfe614258736f86c2a7",Article,Scopus,2-s2.0-84879918198
"Neumann, C.","Significance of plant breeding research [Die bedeutung der züchtungsforschung an kulturpflanzen]",2013,"Journal fur Kulturpflanzen","65","7",,"253","261",,2,10.5073/JFK.2013.07.01,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879569372&partnerID=40&md5=4759f3acb08f21c37d059de6492ff63b",Article,Scopus,2-s2.0-84879569372
